Date,VT
2012-09-25,35.73468780517578
2012-09-26,35.46083068847656
2012-09-27,35.90492248535156
2012-09-28,35.54964828491211
2012-10-01,35.72728729248047
2012-10-02,35.867923736572266
2012-10-03,35.82350540161133
2012-10-04,36.14178466796875
2012-10-05,36.15657043457031
2012-10-08,35.99373245239258
2012-10-09,35.58666229248047
2012-10-10,35.401615142822266
2012-10-11,35.571861267089844
2012-10-12,35.42382049560547
2012-10-15,35.742095947265625
2012-10-16,36.200984954833984
2012-10-17,36.4156379699707
2012-10-18,36.34161376953125
2012-10-19,35.779090881347656
2012-10-22,35.9271354675293
2012-10-23,35.298004150390625
2012-10-24,35.2609977722168
2012-10-25,35.48303985595703
2012-10-26,35.37202072143555
2012-10-31,35.33501052856445
2012-11-01,35.86051940917969
2012-11-02,35.48303985595703
2012-11-05,35.53483581542969
2012-11-06,35.83091735839844
2012-11-07,35.16476821899414
2012-11-08,34.80951690673828
2012-11-09,34.82429885864258
2012-11-12,34.853919982910156
2012-11-13,34.639251708984375
2012-11-14,34.232181549072266
2012-11-15,34.18037414550781
2012-11-16,34.2913932800293
2012-11-19,35.01674270629883
2012-11-20,34.972328186035156
2012-11-21,35.09075164794922
2012-11-23,35.65327453613281
2012-11-26,35.5644645690918
2012-11-27,35.34980392456055
2012-11-28,35.65327453613281
2012-11-29,35.8457145690918
2012-11-30,35.875328063964844
2012-12-03,35.7864990234375
2012-12-04,35.83091735839844
2012-12-05,35.93452835083008
2012-12-06,36.07516098022461
2012-12-07,36.14917755126953
2012-12-10,36.16399002075195
2012-12-11,36.445247650146484
2012-12-12,36.51186752319336
2012-12-13,36.282405853271484
2012-12-14,36.30461883544922
2012-12-17,36.60807800292969
2012-12-18,36.97075271606445
2012-12-19,36.8967399597168
2012-12-20,37.132511138916016
2012-12-21,36.81813430786133
2012-12-24,36.758277893066406
2012-12-26,36.69839096069336
2012-12-27,36.735809326171875
2012-12-28,36.51126480102539
2012-12-31,36.99027633666992
2013-01-02,37.79866027832031
2013-01-03,37.58908462524414
2013-01-04,37.768714904785156
2013-01-07,37.574119567871094
2013-01-08,37.43190002441406
2013-01-09,37.5965690612793
2013-01-10,37.99327850341797
2013-01-11,37.97080612182617
2013-01-14,37.99327850341797
2013-01-15,37.95585250854492
2013-01-16,37.88100051879883
2013-01-17,38.12800216674805
2013-01-18,38.1654167175293
2013-01-22,38.315120697021484
2013-01-23,38.2851676940918
2013-01-24,38.36003494262695
2013-01-25,38.56960678100586
2013-01-28,38.419921875
2013-01-29,38.62948989868164
2013-01-30,38.57709884643555
2013-01-31,38.4723014831543
2013-02-01,38.83157730102539
2013-02-04,38.2851676940918
2013-02-05,38.54717254638672
2013-02-06,38.58458709716797
2013-02-07,38.38248825073242
2013-02-08,38.614524841308594
2013-02-11,38.5621223449707
2013-02-12,38.681888580322266
2013-02-13,38.75672149658203
2013-02-14,38.69685363769531
2013-02-15,38.59955978393555
2013-02-19,38.93635940551758
2013-02-20,38.49474334716797
2013-02-21,38.09806823730469
2013-02-22,38.487266540527344
2013-02-25,37.768714904785156
2013-02-26,38.008235931396484
2013-02-27,38.427398681640625
2013-02-28,38.35253143310547
2013-03-01,38.4498405456543
2013-03-04,38.53965759277344
2013-03-05,38.89894485473633
2013-03-06,38.95881271362305
2013-03-07,39.101016998291016
2013-03-08,39.25822067260742
2013-03-11,39.37047576904297
2013-03-12,39.16840362548828
2013-03-13,39.14594268798828
2013-03-14,39.42287826538086
2013-03-15,39.31060791015625
2013-03-18,39.05611801147461
2013-03-19,38.786651611328125
2013-03-20,39.123497009277344
2013-03-21,38.81660461425781
2013-03-22,39.08240509033203
2013-03-25,38.84965515136719
2013-03-26,39.142478942871094
2013-03-27,39.0974235534668
2013-03-28,39.25511932373047
2013-04-01,38.917236328125
2013-04-02,39.149986267089844
2013-04-03,38.722007751464844
2013-04-04,38.93974685668945
2013-04-05,38.812095642089844
2013-04-08,38.99981689453125
2013-04-09,39.119956970214844
2013-04-10,39.6530647277832
2013-04-11,39.84828567504883
2013-04-12,39.67559051513672
2013-04-15,38.69197082519531
2013-04-16,39.322696685791016
2013-04-17,38.6243782043457
2013-04-18,38.444175720214844
2013-04-19,38.8721809387207
2013-04-22,38.99981689453125
2013-04-23,39.43532180786133
2013-04-24,39.60051345825195
2013-04-25,39.825775146484375
2013-04-26,39.72065353393555
2013-04-29,40.11110305786133
2013-04-30,40.30633544921875
2013-05-01,39.915863037109375
2013-05-02,40.223724365234375
2013-05-03,40.65923309326172
2013-05-06,40.70427703857422
2013-05-07,40.876983642578125
2013-05-08,41.16229248046875
2013-05-09,40.959571838378906
2013-05-10,40.97459411621094
2013-05-13,40.94453811645508
2013-05-14,41.20735168457031
2013-05-15,41.365028381347656
2013-05-16,41.147281646728516
2013-05-17,41.485164642333984
2013-05-20,41.53022384643555
2013-05-21,41.59028244018555
2013-05-22,41.1698112487793
2013-05-23,40.98209762573242
2013-05-24,40.73432159423828
2013-05-28,40.891998291015625
2013-05-29,40.58414077758789
2013-05-30,40.77936935424805
2013-05-31,40.0810661315918
2013-06-03,40.32884216308594
2013-06-04,40.178672790527344
2013-06-05,39.50288772583008
2013-06-06,39.83327102661133
2013-06-07,40.193687438964844
2013-06-10,40.216209411621094
2013-06-11,39.683082580566406
2013-06-12,39.46535873413086
2013-06-13,40.051021575927734
2013-06-14,39.70563888549805
2013-06-17,40.11859893798828
2013-06-18,40.418949127197266
2013-06-19,39.70563888549805
2013-06-20,38.49673080444336
2013-06-21,38.57181167602539
2013-06-24,37.96519088745117
2013-06-25,38.47262191772461
2013-06-26,38.767974853515625
2013-06-27,39.16936111450195
2013-06-28,39.01033020019531
2013-07-01,39.33599090576172
2013-07-02,39.11634826660156
2013-07-03,39.17693328857422
2013-07-05,39.457149505615234
2013-07-08,39.60861587524414
2013-07-09,39.873680114746094
2013-07-10,39.92670440673828
2013-07-11,40.80519485473633
2013-07-12,40.70674514770508
2013-07-15,40.91880798339844
2013-07-16,40.797637939453125
2013-07-17,40.96424102783203
2013-07-18,41.176300048828125
2013-07-19,41.176300048828125
2013-07-22,41.36562728881836
2013-07-23,41.38835144042969
2013-07-24,41.252037048339844
2013-07-25,41.33534240722656
2013-07-26,41.229312896728516
2013-07-29,41.00970458984375
2013-07-30,40.979408264160156
2013-07-31,41.02483367919922
2013-08-01,41.57011795043945
2013-08-02,41.6912956237793
2013-08-05,41.60040283203125
2013-08-06,41.40349578857422
2013-08-07,41.168739318847656
2013-08-08,41.53982162475586
2013-08-09,41.50953674316406
2013-08-12,41.486812591552734
2013-08-13,41.683712005615234
2013-08-14,41.59282684326172
2013-08-15,41.10813903808594
2013-08-16,41.05512619018555
2013-08-19,40.721885681152344
2013-08-20,40.85065460205078
2013-08-21,40.426544189453125
2013-08-22,40.79005813598633
2013-08-23,41.05512619018555
2013-08-26,40.865779876708984
2013-08-27,40.14631652832031
2013-08-28,40.206912994384766
2013-08-29,40.2296257019043
2013-08-30,40.017578125
2013-09-03,40.381103515625
2013-09-04,40.797637939453125
2013-09-05,40.88093948364258
2013-09-06,40.986961364746094
2013-09-09,41.547393798828125
2013-09-10,41.94878005981445
2013-09-11,42.06995391845703
2013-09-12,41.8503303527832
2013-09-13,41.98664855957031
2013-09-16,42.28200912475586
2013-09-17,42.38044738769531
2013-09-18,43.213531494140625
2013-09-19,43.077213287353516
2013-09-20,42.69096755981445
2013-09-23,42.62631607055664
2013-09-24,42.55024337768555
2013-09-25,42.51222610473633
2013-09-26,42.64914321899414
2013-09-27,42.51222610473633
2013-09-30,42.253604888916016
2013-10-01,42.58828353881836
2013-10-02,42.527435302734375
2013-10-03,42.27641677856445
2013-10-04,42.45137023925781
2013-10-07,42.10908508300781
2013-10-08,41.660301208496094
2013-10-09,41.743980407714844
2013-10-10,42.603492736816406
2013-10-11,42.9001579284668
2013-10-14,43.006629943847656
2013-10-15,42.70998764038086
2013-10-16,43.18159866333008
2013-10-17,43.60753631591797
2013-10-18,43.86615753173828
2013-10-21,43.911808013916016
2013-10-22,44.223663330078125
2013-10-23,43.83573532104492
2013-10-24,44.0715217590332
2013-10-25,44.11717987060547
2013-10-28,44.109561920166016
2013-10-29,44.2160758972168
2013-10-30,44.048709869384766
2013-10-31,43.82052993774414
2013-11-01,43.79771041870117
2013-11-04,44.048709869384766
2013-11-05,43.721641540527344
2013-11-06,43.9270133972168
2013-11-07,43.310890197753906
2013-11-08,43.691219329833984
2013-11-11,43.721641540527344
2013-11-12,43.599937438964844
2013-11-13,43.84334182739258
2013-11-14,44.048709869384766
2013-11-15,44.36817932128906
2013-11-18,44.34535598754883
2013-11-19,44.200843811035156
2013-11-20,43.98785400390625
2013-11-21,44.284515380859375
2013-11-22,44.451847076416016
2013-11-25,44.284515380859375
2013-11-26,44.29972457885742
2013-11-27,44.46706008911133
2013-11-29,44.497501373291016
2013-12-02,44.19322967529297
2013-12-03,43.957435607910156
2013-12-04,43.79771041870117
2013-12-05,43.63796615600586
2013-12-06,44.16279983520508
2013-12-09,44.200843811035156
2013-12-10,44.132389068603516
2013-12-11,43.62275695800781
2013-12-12,43.417381286621094
2013-12-13,43.402164459228516
2013-12-16,43.7292594909668
2013-12-17,43.55430221557617
2013-12-18,44.15519714355469
2013-12-19,44.16279983520508
2013-12-20,44.41084289550781
2013-12-23,44.763023376464844
2013-12-24,44.87019729614258
2013-12-26,45.03096008300781
2013-12-27,45.16877365112305
2013-12-30,45.291263580322266
2013-12-31,45.47498321533203
2014-01-02,44.801300048828125
2014-01-03,44.84723663330078
2014-01-06,44.724735260009766
2014-01-07,44.93144226074219
2014-01-08,44.9390983581543
2014-01-09,44.93144226074219
2014-01-10,45.23767852783203
2014-01-13,44.732398986816406
2014-01-14,45.13814163208008
2014-01-15,45.275943756103516
2014-01-16,45.291263580322266
2014-01-17,45.122840881347656
2014-01-21,45.245330810546875
2014-01-22,45.36015319824219
2014-01-23,44.94675827026367
2014-01-24,43.78308868408203
2014-01-27,43.55341339111328
2014-01-28,43.91324234008789
2014-01-29,43.46919250488281
2014-01-30,43.905582427978516
2014-01-31,43.453895568847656
2014-02-03,42.58879470825195
2014-02-04,42.94095993041992
2014-02-05,42.910343170166016
2014-02-06,43.57637405395508
2014-02-07,44.06636047363281
2014-02-10,44.03573989868164
2014-02-11,44.6175651550293
2014-02-12,44.70177459716797
2014-02-13,44.86254119873047
2014-02-14,45.084564208984375
2014-02-18,45.283599853515625
2014-02-19,44.9926872253418
2014-02-20,45.245330810546875
2014-02-21,45.25299072265625
2014-02-24,45.53624725341797
2014-02-25,45.421409606933594
2014-02-26,45.4290657043457
2014-02-27,45.59748458862305
2014-02-28,45.71998596191406
2014-03-03,45.09986114501953
2014-03-04,45.86543655395508
2014-03-05,45.8884162902832
2014-03-06,46.09511947631836
2014-03-07,45.94966125488281
2014-03-10,45.74296188354492
2014-03-11,45.50562286376953
2014-03-12,45.45969772338867
2014-03-13,44.84723663330078
2014-03-14,44.801300048828125
2014-03-17,45.18407440185547
2014-03-18,45.52859878540039
2014-03-19,45.084564208984375
2014-03-20,45.16877365112305
2014-03-21,45.09220504760742
2014-03-24,45.05392837524414
2014-03-25,45.33419418334961
2014-03-26,45.149417877197266
2014-03-27,45.264896392822266
2014-03-28,45.54977035522461
2014-03-31,45.94245529174805
2014-04-01,46.28122329711914
2014-04-02,46.35051345825195
2014-04-03,46.25042724609375
2014-04-04,45.85005187988281
2014-04-07,45.53437423706055
2014-04-08,45.70377731323242
2014-04-09,46.24272155761719
2014-04-10,45.38809585571289
2014-04-11,45.03390884399414
2014-04-14,45.28030014038086
2014-04-15,45.27260208129883
2014-04-16,45.749969482421875
2014-04-17,45.93474197387695
2014-04-21,46.00405502319336
2014-04-22,46.17344284057617
2014-04-23,46.08102798461914
2014-04-24,46.10414123535156
2014-04-25,45.74226379394531
2014-04-28,45.880855560302734
2014-04-29,46.11183547973633
2014-04-30,46.28122329711914
2014-05-01,46.373619079589844
2014-05-02,46.3890266418457
2014-05-05,46.3967170715332
2014-05-06,46.18881607055664
2014-05-07,46.38131332397461
2014-05-08,46.312007904052734
2014-05-09,46.327423095703125
2014-05-12,46.73548889160156
2014-05-13,46.712371826171875
2014-05-14,46.596900939941406
2014-05-15,46.265811920166016
2014-05-16,46.47370147705078
2014-05-19,46.51990509033203
2014-05-20,46.21192932128906
2014-05-21,46.527610778808594
2014-05-22,46.712371826171875
2014-05-23,46.912567138671875
2014-05-27,47.1281623840332
2014-05-28,47.04347229003906
2014-05-29,47.328338623046875
2014-05-30,47.2282600402832
2014-06-02,47.41303634643555
2014-06-03,47.343746185302734
2014-06-04,47.389930725097656
2014-06-05,47.74409866333008
2014-06-06,48.005889892578125
2014-06-09,48.059783935546875
2014-06-10,48.02130126953125
2014-06-11,47.85191345214844
2014-06-12,47.66713333129883
2014-06-13,47.798011779785156
2014-06-16,47.767215728759766
2014-06-17,47.85960388183594
2014-06-18,48.136783599853516
2014-06-19,48.22148132324219
2014-06-20,48.298465728759766
2014-06-23,48.22148132324219
2014-06-24,47.983341217041016
2014-06-25,48.06867218017578
2014-06-26,48.0609245300293
2014-06-27,48.22380828857422
2014-06-30,48.27035903930664
2014-07-01,48.68144989013672
2014-07-02,48.720245361328125
2014-07-03,48.937435150146484
2014-07-07,48.62715530395508
2014-07-08,48.23930740356445
2014-07-09,48.44099807739258
2014-07-10,48.12296676635742
2014-07-11,48.13850021362305
2014-07-14,48.425472259521484
2014-07-15,48.27810287475586
2014-07-16,48.48753356933594
2014-07-17,47.89026641845703
2014-07-18,48.394466400146484
2014-07-21,48.28585433959961
2014-07-22,48.52632522583008
2014-07-23,48.65043258666992
2014-07-24,48.689208984375
2014-07-25,48.48753356933594
2014-07-28,48.48753356933594
2014-07-29,48.27035903930664
2014-07-30,48.29362106323242
2014-07-31,47.42485046386719
2014-08-01,47.261966705322266
2014-08-04,47.564476013183594
2014-08-05,47.08355712890625
2014-08-06,47.029266357421875
2014-08-07,46.74226379394531
2014-08-08,47.091312408447266
2014-08-11,47.31626892089844
2014-08-12,47.261966705322266
2014-08-13,47.54121398925781
2014-08-14,47.766151428222656
2014-08-15,47.742881774902344
2014-08-18,48.15400695800781
2014-08-19,48.27810287475586
2014-08-20,48.316898345947266
2014-08-21,48.41770935058594
2014-08-22,48.371177673339844
2014-08-25,48.596134185791016
2014-08-26,48.64268112182617
2014-08-27,48.72799301147461
2014-08-28,48.56510543823242
2014-08-29,48.68144989013672
2014-09-02,48.759029388427734
2014-09-03,48.859867095947266
2014-09-04,48.7047233581543
2014-09-05,48.81331253051758
2014-09-08,48.51856231689453
2014-09-09,48.26259231567383
2014-09-10,48.425472259521484
2014-09-11,48.324649810791016
2014-09-12,48.08418655395508
2014-09-15,47.983341217041016
2014-09-16,48.30137634277344
2014-09-17,48.12296676635742
2014-09-18,48.36341857910156
2014-09-19,48.16950607299805
2014-09-22,47.81269073486328
2014-09-23,47.48690414428711
2014-09-24,47.868011474609375
2014-09-25,47.08866500854492
2014-09-26,47.3614387512207
2014-09-29,47.12764358520508
2014-09-30,47.05748748779297
2014-10-01,46.356075286865234
2014-10-02,46.215789794921875
2014-10-03,46.5509033203125
2014-10-06,46.59766387939453
2014-10-07,45.94301223754883
2014-10-08,46.6600227355957
2014-10-09,45.592288970947266
2014-10-10,44.93763732910156
2014-10-13,44.62590408325195
2014-10-14,44.68824005126953
2014-10-15,44.392093658447266
2014-10-16,44.337547302246094
2014-10-17,44.8908805847168
2014-10-20,45.28053665161133
2014-10-21,45.93520736694336
2014-10-22,45.52994155883789
2014-10-23,46.01315689086914
2014-10-24,46.2547492980957
2014-10-27,46.19240188598633
2014-10-28,46.792510986328125
2014-10-29,46.62885284423828
2014-10-30,46.88603210449219
2014-10-31,47.50172424316406
2014-11-03,47.33026885986328
2014-11-04,47.15879440307617
2014-11-05,47.26792907714844
2014-11-06,47.29908752441406
2014-11-07,47.33026885986328
2014-11-10,47.47053909301758
2014-11-11,47.59524917602539
2014-11-12,47.478336334228516
2014-11-13,47.46276092529297
2014-11-14,47.58745574951172
2014-11-17,47.50172424316406
2014-11-18,47.813453674316406
2014-11-19,47.76670455932617
2014-11-20,47.7043571472168
2014-11-21,48.109622955322266
2014-11-24,48.20314407348633
2014-11-25,48.24991226196289
2014-11-26,48.374603271484375
2014-11-28,48.10182189941406
2014-12-01,47.74332046508789
2014-12-02,47.9147834777832
2014-12-03,48.10182189941406
2014-12-04,47.97713851928711
2014-12-05,48.04727554321289
2014-12-08,47.64200973510742
2014-12-09,47.49391555786133
2014-12-10,46.80809020996094
2014-12-11,46.81589126586914
2014-12-12,46.036537170410156
2014-12-15,45.53773498535156
2014-12-16,45.459815979003906
2014-12-17,46.33269500732422
2014-12-18,47.143226623535156
2014-12-19,47.29908752441406
2014-12-22,47.571998596191406
2014-12-23,47.54847717285156
2014-12-24,47.68180465698242
2014-12-26,47.89354705810547
2014-12-29,47.76805877685547
2014-12-30,47.51710510253906
2014-12-31,47.14850616455078
2015-01-02,47.02302551269531
2015-01-05,46.11332321166992
2015-01-06,45.65061569213867
2015-01-07,46.23879623413086
2015-01-08,46.936771392822266
2015-01-09,46.62308120727539
2015-01-12,46.37995147705078
2015-01-13,46.411338806152344
2015-01-14,46.199588775634766
2015-01-15,46.050575256347656
2015-01-16,46.61522674560547
2015-01-20,46.70149612426758
2015-01-21,47.046573638916016
2015-01-22,47.58768844604492
2015-01-23,47.23478317260742
2015-01-26,47.55632019042969
2015-01-27,47.25831604003906
2015-01-28,46.66228485107422
2015-01-29,47.054405212402344
2015-01-30,46.37995147705078
2015-02-02,46.999488830566406
2015-02-03,47.68180465698242
2015-02-04,47.47005844116211
2015-02-05,48.034698486328125
2015-02-06,47.58768844604492
2015-02-09,47.462215423583984
2015-02-10,47.8621826171875
2015-02-11,47.75238800048828
2015-02-12,48.35624313354492
2015-02-13,48.66210174560547
2015-02-17,48.71699523925781
2015-02-18,48.87384033203125
2015-02-19,48.811100006103516
2015-02-20,49.20322799682617
2015-02-23,49.07774353027344
2015-02-24,49.250274658203125
2015-02-25,49.242427825927734
2015-02-26,49.16401672363281
2015-02-27,49.140480041503906
2015-03-02,49.31302261352539
2015-03-03,49.054222106933594
2015-03-04,48.77190017700195
2015-03-05,48.842472076416016
2015-03-06,48.23860549926758
2015-03-09,48.33272171020508
2015-03-10,47.45436096191406
2015-03-11,47.477901458740234
2015-03-12,48.05824279785156
2015-03-13,47.75238800048828
2015-03-16,48.33272171020508
2015-03-17,48.254295349121094
2015-03-18,49.06207275390625
2015-03-19,48.685638427734375
2015-03-20,49.36006546020508
2015-03-23,49.41496658325195
2015-03-24,49.25812911987305
2015-03-25,48.61497116088867
2015-03-26,48.40217208862305
2015-03-27,48.551918029785156
2015-03-30,48.890838623046875
2015-03-31,48.54403305053711
2015-04-01,48.57555389404297
2015-04-02,48.89871597290039
2015-04-06,49.32432556152344
2015-04-07,49.2297477722168
2015-04-08,49.51348876953125
2015-04-09,49.63959884643555
2015-04-10,49.87604904174805
2015-04-13,49.62382888793945
2015-04-14,49.83665084838867
2015-04-15,50.12038040161133
2015-04-16,50.16768264770508
2015-04-17,49.56078338623047
2015-04-20,49.820884704589844
2015-04-21,49.946990966796875
2015-04-22,50.15192413330078
2015-04-23,50.3647346496582
2015-04-24,50.49871826171875
2015-04-27,50.4908332824707
2015-04-28,50.616947174072266
2015-04-29,50.30167770385742
2015-04-30,49.78147888183594
2015-05-01,50.278018951416016
2015-05-04,50.31743621826172
2015-05-05,49.7263069152832
2015-05-06,49.61595916748047
2015-05-07,49.67113494873047
2015-05-08,50.412025451660156
2015-05-11,50.11250686645508
2015-05-12,50.06523132324219
2015-05-13,50.191322326660156
2015-05-14,50.68788146972656
2015-05-15,50.78246307373047
2015-05-18,50.758811950683594
2015-05-19,50.69575881958008
2015-05-20,50.68000411987305
2015-05-21,50.86915588378906
2015-05-22,50.6721305847168
2015-05-26,50.041587829589844
2015-05-27,50.47507858276367
2015-05-28,50.30167770385742
2015-05-29,49.946990966796875
2015-06-01,49.946990966796875
2015-06-02,50.02581024169922
2015-06-03,50.21498107910156
2015-06-04,49.7263069152832
2015-06-05,49.418914794921875
2015-06-08,49.20610427856445
2015-06-09,49.08787155151367
2015-06-10,49.88394546508789
2015-06-11,49.970638275146484
2015-06-12,49.64748001098633
2015-06-15,49.371620178222656
2015-06-16,49.5056266784668
2015-06-17,49.5056266784668
2015-06-18,50.01792526245117
2015-06-19,49.78147888183594
2015-06-22,50.34108352661133
2015-06-23,50.41991424560547
2015-06-24,50.08097839355469
2015-06-25,49.939109802246094
2015-06-26,49.981178283691406
2015-06-29,48.71101379394531
2015-06-30,48.83803939819336
2015-07-01,49.10000228881836
2015-07-02,49.10794448852539
2015-07-06,48.58399963378906
2015-07-07,48.59193420410156
2015-07-08,47.56786346435547
2015-07-09,47.94097137451172
2015-07-10,48.92536163330078
2015-07-13,49.2667236328125
2015-07-14,49.56045150756836
2015-07-15,49.41754150390625
2015-07-16,49.814476013183594
2015-07-17,49.735084533691406
2015-07-20,49.719215393066406
2015-07-21,49.57632064819336
2015-07-22,49.33816909790039
2015-07-23,49.12383270263672
2015-07-24,48.536376953125
2015-07-27,48.139434814453125
2015-07-28,48.67132568359375
2015-07-29,48.98092269897461
2015-07-30,49.03650665283203
2015-07-31,49.08412170410156
2015-08-03,48.87773513793945
2015-08-04,48.88566970825195
2015-08-05,49.004737854003906
2015-08-06,48.69514465332031
2015-08-07,48.64750671386719
2015-08-10,49.25877380371094
2015-08-11,48.63163757324219
2015-08-12,48.51255416870117
2015-08-13,48.449031829833984
2015-08-14,48.59193420410156
2015-08-17,48.66337966918945
2015-08-18,48.41728210449219
2015-08-19,47.98861312866211
2015-08-20,46.940711975097656
2015-08-21,45.64673614501953
2015-08-24,43.844688415527344
2015-08-25,43.844688415527344
2015-08-26,45.13072204589844
2015-08-27,46.12303924560547
2015-08-28,46.12303924560547
2015-08-31,45.82931900024414
2015-09-01,44.39243698120117
2015-09-02,45.13866424560547
2015-09-03,45.20217514038086
2015-09-04,44.328922271728516
2015-09-08,45.51971435546875
2015-09-09,45.09103012084961
2015-09-10,45.37681579589844
2015-09-11,45.47208023071289
2015-09-14,45.249813079833984
2015-09-15,45.71818161010742
2015-09-16,46.29768753051758
2015-09-17,46.29768753051758
2015-09-18,45.400638580322266
2015-09-21,45.45620346069336
2015-09-22,44.67029571533203
2015-09-23,44.47182083129883
2015-09-24,44.33686447143555
2015-09-25,44.36798095703125
2015-09-28,43.33876419067383
2015-09-29,43.37067794799805
2015-09-30,44.128631591796875
2015-10-01,44.32011413574219
2015-10-02,45.05413055419922
2015-10-05,45.95568084716797
2015-10-06,45.89186477661133
2015-10-07,46.46630859375
2015-10-08,46.865238189697266
2015-10-09,46.93703842163086
2015-10-12,46.85725402832031
2015-10-13,46.38652420043945
2015-10-14,46.36259460449219
2015-10-15,47.096588134765625
2015-10-16,47.16041946411133
2015-10-19,47.048736572265625
2015-10-20,46.99288558959961
2015-10-21,46.70566177368164
2015-10-22,47.3359489440918
2015-10-23,47.7747802734375
2015-10-26,47.63114929199219
2015-10-27,47.3359489440918
2015-10-28,47.73488235473633
2015-10-29,47.511474609375
2015-10-30,47.34392547607422
2015-11-02,47.94230270385742
2015-11-03,48.10188674926758
2015-11-04,47.87848663330078
2015-11-05,47.814659118652344
2015-11-06,47.655094146728516
2015-11-09,47.200313568115234
2015-11-10,47.176387786865234
2015-11-11,47.14447784423828
2015-11-12,46.58598709106445
2015-11-13,46.06737518310547
2015-11-16,46.67374801635742
2015-11-17,46.65779113769531
2015-11-18,47.2641487121582
2015-11-19,47.42372131347656
2015-11-20,47.511474609375
2015-11-23,47.320011138916016
2015-11-24,47.43170166015625
2015-11-25,47.44765090942383
2015-11-27,47.415740966796875
2015-11-30,47.304039001464844
2015-12-01,47.80668640136719
2015-12-02,47.29605484008789
2015-12-03,46.761512756347656
2015-12-04,47.44765090942383
2015-12-07,47.03277587890625
2015-12-08,46.554073333740234
2015-12-09,46.3147087097168
2015-12-10,46.25886917114258
2015-12-11,45.325401306152344
2015-12-14,45.46900177001953
2015-12-15,45.939735412597656
2015-12-16,46.66576385498047
2015-12-17,46.011531829833984
2015-12-18,45.3972053527832
2015-12-21,45.748924255371094
2015-12-22,46.150447845458984
2015-12-23,46.79286575317383
2015-12-24,46.69651412963867
2015-12-28,46.59211349487305
2015-12-29,47.017723083496094
2015-12-30,46.672428131103516
2015-12-31,46.27090835571289
2016-01-04,45.491943359375
2016-01-05,45.4999885559082
2016-01-06,44.825439453125
2016-01-07,43.781497955322266
2016-01-08,43.267547607421875
2016-01-11,43.2916374206543
2016-01-12,43.53255844116211
2016-01-13,42.560882568359375
2016-01-14,43.251487731933594
2016-01-15,42.038909912109375
2016-01-19,42.167388916015625
2016-01-20,41.49284744262695
2016-01-21,41.73374938964844
2016-01-22,42.77769088745117
2016-01-25,42.111167907714844
2016-01-26,42.81785202026367
2016-01-27,42.43239974975586
2016-01-28,42.576934814453125
2016-01-29,43.556644439697266
2016-02-01,43.61285400390625
2016-02-02,42.576934814453125
2016-02-03,42.96238708496094
